"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005175",377.396803608624,0.574366405581812,0.320473558142541,1.79224273263239,0.0730940922409423,0.219717028834676
"ENSG00000005187",556.916456796272,-0.741652395591303,0.621298091068027,-1.19371426735978,0.232589757567962,0.457232223833083
"ENSG00000005189",69.2782844238772,0.581290734230745,0.466184958313837,1.24691010266234,0.21243046198167,0.43312345150085
"ENSG00000005194",754.4654523075,0.658742771322116,0.306073322091915,2.1522384467219,0.031378578992945,0.12298106819466
"ENSG00000005206",1347.91941563285,0.208589858633087,0.356996287312889,0.584291394745705,0.559024280725138,0.755821688372374
"ENSG00000005238",399.191904168925,-0.688441152846942,0.52623804961232,-1.30823142369526,0.190794826799059,0.404797205189392
"ENSG00000005243",44.2599887437244,-0.172314263639273,0.431830915885142,-0.399031790686113,0.689869779936351,0.839445200799202
"ENSG00000005249",152.184543989361,-1.97798263517677,0.421674729642305,-4.69077821394382,2.72167868545278e-06,7.45059540142699e-05
"ENSG00000005302",431.812474011143,0.319446877101792,0.284928317970691,1.12114822204037,0.262224775300062,0.491577926684823
"ENSG00000005339",1624.12199161455,0.13566015634184,0.209701706892654,0.646919657221887,0.517683942884321,0.725435289112224
"ENSG00000005379",860.240797484057,3.06922947746474,0.839058451416916,3.65794477402824,0.0002542458099601,0.00309714766026796
"ENSG00000005381",5.41829544222281,1.82897777315328,1.07170088646919,1.70661216785871,0.0878941620382123,0.247357280811044
"ENSG00000005421",119.703580598928,1.66046032477898,2.01375958313506,0.824557379483178,0.409622926893971,0.638419924061223
"ENSG00000005436",205.731581713223,0.0532403032577521,0.305517386123999,0.174262761059836,0.861658963786593,0.936774942674518
"ENSG00000005448",111.101703254116,1.3618739578683,0.681978910114821,1.99694438885069,0.0458312244372956,0.159627749365453
"ENSG00000005469",329.683134954036,-0.70628300279911,0.614611411908814,-1.14915374025612,0.250492592040507,0.478597226552772
"ENSG00000005471",70.3431653170927,-0.158596063133578,0.934583754225072,-0.169697004058327,0.865248430314639,0.938934379507586
"ENSG00000005483",1842.84607485151,-0.490630798437739,0.35549370586261,-1.38013919894086,0.167543790069453,0.374027421255965
